calisma_sekli,departman,egitim,genel_nit_is_tanimi,ilan_baslik,label,sehir,sektor,sirket_adi,tecrube
,,,"Ankara ilinde ODTÜ Teknokent'te Coğrafi Bilgi Sistemleri ve Yazılım Geliştirme alanında faaliyet gösteren firmamızda görev almak üzere;,Üniversitelerin Yazılım / Bilgisayar Mühendisliği bölümlerinden mezun JavaScript Developer / ASP.NET Developer /Java Developer personel alımı gerçekleştirilecektir.,Adayların aşağıda belirtilen niteliklerde olması beklenmektedir.,JavaScript Developer,OOP (Object-Oriented Programming) tasarım ve programlama tecrübesine sahip olmak,,Yazılım geliştirme süreçleri konusunda bilgi sahip olmak,,Web tabanli (HTML5/JavaScript ve CSS teknolojileri) uygulama geliştirme tecrübesi olmak,,Tercihen Vue JS veya Ext JS konusunda tecrübeli ve diğer javascript framework’leri hakkında bilgi sahibi,Web API - REST, JSON, XML - mimarisi konusunda deneyimli,Tercihen Source kontrol araçlarını kullanmış (GIT, SVN , TFS vs),ASP.NET Developer,ASP.NET (C# ve/veya VB.NET), ASP.NET MVC/MVC core ile uygulama geliştirmiş,,'Nesne Tabanlı Programlama' ve 'Katmanlı Mimari' konularında tecrübeli,,Uygulama analizi ve tasarımı yapabilecek,,Veritabanı tasarımı ve programlaması konusunda deneyimli (SQL Server ve/veya Oracle),,Service Oriented Architecture ile uygulama geliştiren,,Entity Framework ve/veya diğer ORM araçları konusunda tecrübeli,,Tercihen Source kontrol araçlarını kullanmış (GIT, SVN , TFS vs),Java Developer,JAVA/J2EE ve JAVA uygulama geliştirme araçlarında (Eclipse, CVS, SVN... vb.) ile uygulama geliştirme konusunda deneyim sahibi,,Tercihen .Net hakkında deneyimi sahibi,,Kullanıcı seviyesinde Unix sistemler hakkında bilgi sahibi,,Object oriented tasarım ve geliştirme ve SOA konularında deneyim sahibi,,JSF, GWT, Struts, Spring, Hibernate, EJB, Junit, Ajax vb. konularında deneyim sahibi,,Tercihen Source kontrol araçlarını kullanmış (GIT, SVN , TFS vs),İŞ TANIMI,Yazılım geliştirme ve ilgili alanlarda en az 2 yıl tecrübeli,Erkek adaylar için askerliğini tamamlamış veya minimum 2 yıl tecilli,Gerektiğinde kamu kurumlarında yerinde çalışma şartlarına uygun olmak,Takım çalışmasına yatkın, seyahat engeli olmayan,Yazılım geliştirme ve araştırma yapmaya yönelik iyi seviyede İngilizce biliyor olmak,,Ankara ilinde ikamet etmek,",Yazılım Geliştirme Uzmanı,banka_sigorta,,,GEOSYS CBS ve Danışmanlık Hiz. Ltd. Şti,
,,,"Kaplanmış aşındırıcı (Zımpara) alanında üretim yapan ve 6 kıtada, 60 ülkede 200’ü aşkın müşteriye ihracat gerçekleştiren şirketimizin MOSB Manisa fabrikasında Bilgi Teknolojileri/IT Uzmanı olarak görevlendirilecek takım arkadaşı arıyoruz.,Meslek Lisesi veya MYO Bilgisayar bölümünden mezun,,Tercihen endüstriyel bilgi işlem alanında en az 5 yıl deneyim sahibi,,Takım çalışmasına uyumlu,,Yoğun iş temposu ve esnek çalışma saatlerine ayak uydurabilecek,,Askerlik hizmetini tamamlamış,,İzmir (Çiğli-Bornova-Karşıyaka-Bayraklı) ve Manisa'da ikamet eden,İŞ TANIMI,Firewall ve VPN konularında bilgi sahibi, ,Sanallaştırma, Yedekleme Teknolojileri ve Network altyapısı konusunda bilgi sahibi, ,Yönetilebilir Switch ve Wireless LAN Controller hakkında bilgi sahibi, ,Anti-virüs yönetimi konusunda bilgi sahibi, ,Microsoft ürünleri (Microsoft Server, Active Directory, Office 365, WSUS, IIS) konusunda bilgi sahibi ve destek verebilecek, ,PC, Notebook, yazıcı, tarayıcı, mobil cihaz/tablet vb. teknik destek verebilecek şekilde yazılım ve donanım bilgisine sahip, ,Tercihen telefon santralleri, PDKS ve güvenlik kameraları konusunda bilgi sahibi, ,Tercihen 27001 Bilgi Güvenliği Yönetim sistemi hakkında bilgi sahibi, ,Raporlama ve belgelendirmeye önem veren, ,Sistem kurulumları, kurulum sonrası gerçekleştirilen iyileştirme, izleme ve problem çözümlerinden sorumlu olabilecek,",Bilgi Teknolojileri / IT Uzmanı,banka_sigorta,,,İNTER ABRASİV SANAYİ VE TİCARET AŞ,
,,,"Üniversitelerin ilgili bölümlerinden mezun (Bilgisayar Mühendisliği, Elektrik-Elektronik Mühendisliği, vb...),,C#, ASP.Net ve Oracle Database teknolojileri ile uygulama geliştirmiş ve en az 3 yıl deneyimli,,Enterprise Design Patterns, WCF, HTML5, CSS3, Javascript, Ajax, XML, OOP, dağıtık ve çok katmanlı yazılım mimarileri konularında bilgi sahibi ve proje deneyimi olan,,Team Foundation Server ile çalışmış, ,İyi derecede İngilizce bilen, ,Analitik düşünme, analiz etme ve problem çözme yeteneği olan, ,Araştırmacı ve takım çalışmasına yatkın, ,Esnek ve yoğun çalışma ortamına uyum sağlayabilecek, ,Erkek adaylar için askerliğini tamamlamış. ,İŞ TANIMI,Devam eden ve yeni projelerimizde yazılım geliştirme rolü almak, ,Mimari tasarım ve proje planlarına uygun olarak uygulamaları geliştirmek, ,Geliştirilen uygulamaların testlerini gerçekleştirmek, ,Performans ve güvenlik gibi alanlarda yapılabilecek iyileştirmeleri uygulamak,,Yayına alınma süreçlerinde yer almak, dökümante etmek, bakım ve desteklerini sağlamak.",Yazılım Geliştirme Uzmanı,banka_sigorta,,,Zurich Sigorta A.Ş,
Uzman,Sürekli / Tam zamanlı,,"Aranan özellikler: ,İnsanlarla konuşmaktan ve çözüm üretmekten haz alan, ,Yılda bir kez şirket ile tatil yapabilecek, ,Happy Hours'lara katılmaktan sıkılmayacak, ,Langırt ve masa tenisi tutkusu olan takım arkadaşları arıyoruz.  ,Adayın yukarıdaki özelliklerin yanında aşağıdaki özelliklere sahip olması tercihimizdir.,İnsanlarla iletişimi seven, sabırlı ve saygılı,,T-SQL bilgisi olan, ,Tercihen ERP desteği vermiş veya ERP tecrübesi olan,,Diksiyonu düzgün,,Dinamik, disiplinli ve dikkatli çalışabilen,,İstanbul, Ataşehir ilçesine yakın ikamet eden veya ikamet edebilecek, ,Erkek adaylar için askerlik görevini tamamlamış veya en az 2 yıl tecilli, ,İlgili bölümlerden (bilgisayar veya ilgili programlar) mezun (lisans - ön lisans),İş Tanımı:,Telefon veya mail üzerinden veya uzak bağlantı uygulamaları ile müşteri desteği verilmesi,,ERP veya firma uygulamarız üzerinde çeşitli raporların hazırlanması (SQL),,Yazılım ekibi ile koordinasyon sağlayıp, iş takibi yapılması, müşteriye geri dönüş yapılması,,Ürünlerimizin geliştirilmesi ve güncellenmesi aşamalarında analiz test süreçlerinde aktif olarak yer almak,",Yazılım Destek Uzmanı,banka_sigorta,,"Bilişim, Yazılım",ERYAZ BİLGİ TEKNOLOJİLERİ A.Ş,Tecrübeli ya da tecrübesiz adaylar
,,,"Üniversitelerin Matematik, Bilgisayar Mühendisliği ya da ilgili bölümlerinden mezun, ,NET Core ve Mikroservis mimarisinde konularında deneyim sahibi, ,C#, ASP.NET ve MVC konularına hakim, ,İyi derecede SQL bilgisine sahip, tercihen PL/SQL konusunda deneyimli, ,İyi seviyede İngilizce bilen, ,Takım çalışmasına yatkın, ,Yeni teknolojiler öğrenmeye ve sürekli gelişime önem veren, ,Sorumluluk sahibi, sonuç ve çözüm odaklı, ,Analitik düşünce yapısına sahip.,İŞ TANIMI,Yazılım geliştirme ve entegrasyon projelerinin teknik analiz ve tasarım çalışmalarını yürütmek, ,Yazılım geliştirme faaliyetlerini (tasarım, kodlama, test, dokümantasyon) gerçekleştirmek, ,Projelerin gereksinim duyabileceği farklı teknolojiler ile ilgili araştırma yaparak uygun çözümler geliştirmek,,Test sonucunda belirlenen hataları gidermek ve canlı kullanımda yazılım geliştirme süreçlerinin sürekli iyileştirilmesi çalışmalarını yürütmek. ",Kıdemli Yazılım Uzmanı,banka_sigorta,,,MNG Kargo Yurtiçi ve Yurtdışı Taşımacılık A.Ş.,
Uzman,Sürekli / Tam zamanlı,,"Üniversitelerin Matematik, Bilgisayar Mühendisliği ya da ilgili bölümlerinden mezun, ,C#, ASP.NET ve MVC konularına hakim, ,Tercihen AngularJS veya ReactJS hakkında bilgi sahibi, ,Tercihen SQL / PL/SQL konusunda deneyimli, ,Takım çalışmasına yatkın, ,Yeni teknolojiler öğrenmeye ve sürekli gelişime önem veren, ,Sorumluluk sahibi, sonuç ve çözüm odaklı, ,Analitik düşünce yapısına sahip. ,İŞ TANIMI,Yazılım geliştirme faaliyetlerini (tasarım, kodlama, test, dokümantasyon) gerçekleştirmek, ,Test sonucunda belirlenen hataları gidermek ve canlı kullanımda yazılım geliştirme süreçlerinin sürekli iyileştirilmesi çalışmalarını yürütmek. ",Yazılım Uzmanı,banka_sigorta,,Kargo - Kurye,MNG Kargo Yurtiçi ve Yurtdışı Taşımacılık A.Ş.,En az 2 yıl tecrübeli adaylar
,,,"Siemens Internet of Things (IoT) is the central R&D department within the Siemens Group. Siemens IoT's main mission is to secure the future technology base for Siemens and to develop breakthrough products of the Siemens Group. Siemens IoT in Turkey is mainly focused on software development in the areas of industrial automation and digitalization products and solutions. We are looking for software engineers who are willing to shape the future with us.,What are my responsibilities?, ,* Software design and development activities for industrial automation projects ,* Design & Implementation of software solutions based on requirements and architectural/design guidelines,* Producing high quality project deliverables ,* Driving innovative solutions within platform constraints and technical limitations,What do I need to qualify for this job? ,* Bachelor's degree in computer engineering, computer science, electrical and electronics engineering or equivalent experience,* Proven C ++ development and troubleshooting skills on Linux ,* Strong knowledge on the Linux OS internals ,* Advanced knowledge of Object Oriented Programming and Design principles & patterns,* conversant with typical software development methodologies and exposure in working with multi-site global teams. ,What else do I need to know? ,* Military service should be completed or deferred for at least 2 years for male candidates,* No restriction for traveling,As Siemens we believe physical barriers are not related to potential.,Only the potential matters to us.,Therefore, we look forward to receiving applications of physical barriers and chronic illnesses.,We support healthy relationships, because we believe we can create differences together. , Siemens is dedicated to quality, equality, and valuating diversity and we welcome applications that reflect the diversity of the communities within which we work.,We are looking forward to receiving your online application.,Please ensure that you have the ability to use your role. ,Please find more information from our website  ",Software Development Engineer - C++ - 120312,banka_sigorta,,,Siemens San. ve Tic. A.Ş.,
,,,"Şirketimizin Teklif ve Mühendislik departmanında görevlendirilmek üzere yazılım geliştirme konusunda tecrübeli adaylar aranmaktadır. ,Genel Nitelikler ,• Üniversitelerin Mühendislik fakültelerinden mezun, ,• En az 2-3 yıl nesne tabanlı yazılım geliştirme tecrübesi olan, ,• MS Visual Studio ve diğer benzeri platformlara hakim, ,• Microsoft SQL ve/veya Oracle, MySql Server üzerinde yazılım geliştirme tecrübesi olan ,• Mobil uygulamalar (iOs, Android) üzerinde ihtiyaç duyulan yazılımların geliştirilmesini yapabilecek, ,• Bilgi güvenliği, cloud konularında bilgi ve tecrübe sahibi, ,• Kurumsal uygulama tasarım, implemantasyon, test, performans izleme, dokümantasyon tecrübesine sahip, ,• Erkek adaylar için askerlik hizmetini tamamlamış. ,İş tanımı,• İhtiyaç ve fonksiyonel özelliklere göre yazılım tasarımının gerçekleştirilmesi, ,• Yazılım modüllerinin geliştirilmesi ve birim testlerinin gerçekleştirilmesi, ,• Geliştirilen yazılım modülleri için performans, güvenlik ve entegrasyon testlerinin gerçekleştirilmesi, ,• Geliştirme gerektiren talepler için programlama yapılması, ,• Uygulama ile ilgili bildirilen yazılım hatalarının çözülmesi, ,• Kullanıcı talepleri üzerinde periyodik olarak gözden geçirilme çalışması yapılması, tekrarlanan talepler için kalıcı çözüm alternatiflerinin geliştirilmesi. ",YAZILIM MÜHENDİSİ,banka_sigorta,,,Çalık Enerji A.Ş.,
,,,"HUGO BOSS eşsiz tasarım ve yüksek kalite tutkusu ile dünyaca ünlü bir moda ve yaşam tarzı markası olarak bilinmektedir. HUGO BOSS, 14.500 çalışanını farklı düşünmeye teşvik etmekte ve böylece farklı bakış açıları ile yaratıcılığı ve yüksek performansı geliştirerek; dünya çapında 126 ülkede 7.600’den fazla satış noktasında bu başarıyı yansıtmaktadır. 1999 yılında kurulan ve HUGO BOSS’un moda ve yaşam tarzını yansıtan ürünlerini üreten HUGO BOSS İzmir büyümeye ve gelişmeye devam ediyor. 3.800 kişinin başarı tutkusu ve takım çalışması ile bir araya geldiği HUGO BOSS İzmir, geleceğinizi yönlendirebileceğiniz ve hayalinizdeki işi bulabileceğiniz bir yer.,Hugo Boss İzmir Bilgi Teknolojileri Departmanı farklı platformlarda yazılım geliştirme, proje yönetimi, yeni nesil web ve mobil uygulama hizmetleri sunar. Tüm fonksiyonlarıyla çevik bir hizmet sağlayan Bilgi Teknolojileri Departmanımızın bir parçası olmak üzere aşağıdaki niteliklere sahip Yazılım Uzmanı arıyoruz.,· Minimum 2 yıl Yazılım geliştirme deneyimi olan,,·MVC Mimarisi, OOP ve Tasarım patternleri konusunda deneyimli,,·Entity Framework ve Linq ile sorgular yazma hakkında deneyim sahibi,,·SPA (Single Page Application) geliştirmek için kullanılan yeni nesil frameworkler (Angular, React, vb.) hakkında deneyim sahibi,,·.NET Core teknolojilerini kullanarak Web API geliştirme deneyimine sahip,,·İlişkisel veritabanı tasarlama konusunda tecrübe sahibi,,·Tercihen Oracle (PL/SQL) / MSSQL (T-SQL) kullanarak prosedür oluşturma konusunda tecrübeli,,·Yeni web teknolojilerine ilgi duyan,,·Gelişmiş iletişim becerilerine sahip,,·İyi seviyede İngilizce bilen.,İŞ TANIMI,Şirketimizde ihtiyaç duyulan her türlü yazılımın kullanıcı ile analizini, geliştirilmesini, uygulama testlerini ve saha yayılımını yapmak,,Teknolojik gelişmeleri takip etmek ve yeni teknolojilerin uygulanmasında sorumluluk almak.",Yazılım Uzmanı,banka_sigorta,,,Hugo Boss Tekstil Sanayi Ltd. Şti.,
,,,"1953 yılında kurulmuş şirketimiz, İstanbul Endüstri ve Ticaret Serbest Bölgesi / Tuzla' da kendisine ait 28.000 m2’ lik üretim tesislerinde bebek ürünleri, kişisel bakım ve temizlik ürünleri imal etmektedir,Şirketimizin, Bilgi İşlem Departmanında görevlendirilmek üzere YAZILIM DESTEK UZMANI aramaktayız. ,GENEL NİTELİKLER,- Üniversitelerin ilgili bölümlerinden mezun, ,- ERP sistemlerini bilen (tercihen analiz, kurgu, uyarlama süreçlerinde bulunmuş), ,- SQL Server veritabanı yönetimi konusunda en az 3 sene tecrübeli, ,- TSQL konusunu iyi derecede bilen ,, - İleri derecede İngilizce bilen,, - Uygulama geliştirme ortamları, süreçleri metodolojileri konularında bilgili, ,- Sonuç odaklı ve ekip çalışmasına yatkın, ,- Analitik düşünebilen, ,- Askerlik görevini tamamlamış (erkek adaylar için). ,Şirketimizin Servis Güzergahları: , Tuzla - Uzunçayır arası (E5 üzerinden), Tuzla - Aydınlı - Pendik - Kartal sahil ,Tuzla- Esenyalı - Üst Kaynarca ,Tuzla - Gebze - Darıca , Not: Belirtilen güzergâhlara uygun olmayan adayların başvuru yapmamaları önemle rica olunur. ,İŞ TANIMI,- ERP test, eğitim ve destek süreçlerinde görev almak, ,- Kullanılmakta olan ERP için kullanıcı desteğini sağlamak,, - Sorumlu olduğu alanlarda son kullanıcıya yönelik eğitim ve kullanım dokümanlarını hazırlanmak,, - ERP gereksinimleri için sistem analizi ve gerekli geliştirmeleri yapabilmek,, - Yazılımların hatasız çalışması için çözümler üretmek. ",Yazılım Destek Uzmanı,banka_sigorta,,,DELTA KOZMETİK SAN VE TİC - SELİM YEŞİL,
,,,"Siemens Corporate Technology (CT) is the central R&D department within the Siemens Group. Siemens CT's main mission is to secure the future technology base for Siemens and to develop breakthrough products of the Siemens Group. Siemens CT in Turkey is mainly focused on software development in the areas of industrial automation and digitalization products and solutions. We are looking for software engineers who are willing to shape the future with us., What are my responsibilities? ,* Automated test scenario design, implementation, execution, documentation,* Apply, design and develop automated testing strategies and build automated testing frameworks,* Analyzes requirements in order to define test cases. ,* Deliver committed work packages within the planned time, effort and quality ,* Conduct reviews for test automation design, code and documents ,* Adapt test automation codes to changing scenarios and improve exist scenarios ,* Identify and report bugs and quality issues ,* Estimate test accurately and coordinate with team members for work activities ,* Conform to Siemens processes, quality standards, and guidelines,What do I need to qualify for this job? ,* BSc., MSc. or PhD. in computer science or related areas ,* 3+ years of experience in software test automation ,* Experience in Python programming language is a must ,* Experience in analyzing requirements and writing test cases is a must ,* Thinking from both user and development perspective ,* Strong problem solving and analytical skills ,* Fluent in English ,* ISTQB Certification is a plus ,* Experience in Linux systems is a plus ,* Experience in Robot Framework is a plus ,What else do I need to know? ,* Military service should be completed or deferred for at least 2 years for male candidates,* No restriction for travelling,As Siemens we believe physical barriers are not related to potential. Only the potential matters to us. Therefore, we look forward to receive applications of candidates with physical barriers and chronic illnesses. We support healthy relationships between candidates with barriers and their colleagues because we believe we can create differences together.,Siemens is dedicated to quality, equality, and valuating diversity and we welcome applications that reflect the diversity of the communities within which we work.,We are looking forward to receiving your online application. Please ensure you complete all areas of the application form to the best of you ability as we will use the data to review your suitability to the role.",Software Test Automation Engineer - 120286,banka_sigorta,,,Siemens San. ve Tic. A.Ş.,
,,,"Süratle büyüyen, her katkıyı olumlu yönde değerlendiren, inisiyatif sunan, kişisel gelişim ve mesleki tatmin sağlayan, teknolojiye ve çalışanlarına yatırım yapan Asis Elektronik ve Bilişim Sistemleri A.Ş.'nin Ankara Merkezli faaliyet gösteren ,Asisguard Genel Müdürlüğü, bünyesinde, Ankara Teknokent MET BİM ofisimizde çalışmak üzere,,Üniversitelerin Bilgisayar veya Elektrik-Elektronik Mühendislikleri bölümlerinden mezun,,C ve C++ programlama dillerine çok iyi derecede hakim,,Gömülü ve gerçek zamanlı sistemlerde tecrübeli,,Linux işletim sistemi üzerinde gömülü sistem geliştirme tecrübesine sahip,,TI Sitara ARM, TI DaVinci ARM/DSP SoC, TI OMAP ARM/DSP, FreeScale/NXP ColdFire, MicroChip PIC mikroişlemcilerinde tecrübe sahibi,,Yazılım geliştirme ve test süreçleri konusunda tecrübe sahibi,,Ethernet, USB, SPI, CAN, I2C, RS232, RS485 haberlesme protokolleri konusunda bilgili,,Tercihen sinyal işleme veya görüntü işleme algoritma geliştirme konularında çalışmış,,Analitik düşünme ve problem çözme yeteneğine sahip, çözüm odaklı,,Takım çalışmasına yatkın ,""Gömülü Yazılım Tasarım Mühendisleri"", arıyoruz. ,Tercih Sebebi Nitelikler: ,3 yıl ya da daha fazla gömülü yazılım tasarımı ve geliştirme tecrübesi olmak ,C ve C++ programlama dillerinde en az 3 yıl tecrübeli olmak ,Mikroişlemcilerle (ARM ve/veya DSP) kod geliştirme tecrübesine sahip olmak ,Sinyal/görüntü işleme algoritmalarının gerçeklenmesi konusunda tecrübe sahibi olmak ,En az 3 yıl Linux sistemler üzerinde yazılım geliştirmiş olmak ",Gömülü Yazılım Tasarım Mühendisi,banka_sigorta,,,ASİS ELEKTRONİK VE BİLİŞİM SİSTEMLERİ A.Ş,
,,,"BS or MS in Computer Science or related field preferred ,Min. 1 years of experience in developing Java based backend systems ,Strong understanding of Java Technologies ,Eager to learn microservice architectures ,Knowledge of Object Oriented Design concepts like Separation of Concern, Open Close Principle and J2EE Design Patterns like Singleton, MVC, DAO, Builder, Business Delegate, Session Facade, Service Locator,Factory, etc. ,Familiarity with network protocols such as TCP/IP, HTTP ,Experience with OAuth2 or some API authentication mechanism is a plus ,Experience with Spring Cloud Netflix is a plus ,Experience with Business Process Modeling and Relational Signavio, Drools.. is a plus, ,Experience with Non-Relational Databases MongoDB.. is a plus ,Experienced with event based systems Kafka, PubSub, Kinesis, RabbitMQ, NSQ or others is a plus",Candidate for SW Architect,banka_sigorta,,,Xinerji Teknoloji Hizmetleri Ltd. Şti.,
,,,"Pek çok farklı sektörde, Türkiye’nin en büyük kurum ve kuruluşlarına, insan faktörüne odaklanan değişim stratejilerinin geliştirilmesinde danışmanlık ve bunların uygulanmasında destek hizmetleri veren DBE Davranış Bilimleri Enstitüsü Kurumsal Gelişim Merkezi kadrolarında yer almak isteyen iş arkadaşları arıyoruz. ,GÖREV ve SORUMLULUKLAR:,Yazılım projelerinde görev almak, ,Yazılım mimarisi tasarımı, kodlama ve geliştirme çalışmalarını gerçekleştirmek, ,Web yazılımı geliştirmek, ,Uygulama ve görsel tasarımı kodlayarak işlevsel hale getirmek, ,Geliştirilen yazılım modüllerinin hata ayıklama, devreye alma ve entegrasyon çalışmalarını yerine getirmek,,Geliştirilen yazılımın dokümantasyonunu hazırlamak, ,Geliştirilen yazılımlara dair veri yönetimi çalışmalarını oluşturmak, ,Kullanılan araçlar ile ilgili olarak yeni teknolojilerin takip edilmesi ve kurumun altyapısına uyarlanmasını gerçekleştirmek, ,Mevcut uygulama ve yazılımlara destek, bakım ve gereken durumlarda revizyon hizmetini vermek, ,Sistem geliştirme ve iyileştirme projelerini gerçekleştirmek için Enstitüye yazılım desteği veren serbest danışman (lar) ve/veya kuruluşlarla koordinasyonu sağlamak. ,Tercihen üniversitelerin Bilgisayar, Yazılım vb. ilgili mühendislik bölümlerinden mezun, ,Yazılım geliştirmeyi seven, ,Analitik düşünme ve problem çözme becerisine sahip, ,Bir yazılım ekibi üyesi olmak için gerekli özelliklere sahip (takım çalışmasına yatkınlık, yüksek motivasyon, analitik düşünce vs..), ,MVC, C#, ASP.NET, SQL Server,,WCF, Web Services, SOAP, ,Agile Development, Continuous Integration,,Code Versioning, SVN,,HTML, CSS, Javascript, JQuery, Modernizr, Responsive Design vb. front end teknolojileri, ,Backend ve frontend programlamada deneyimli, ,İngilizce dil yeterliliğine sahip olan, ,En az 5 yıl yazılım geliştirme tecrübesine sahip.",Yazılım Uzmanı,banka_sigorta,,,Davranış Bilimleri Enstitüsü (DBE),
,,,"We are looking for new talents to join our ERP team as a Microsoft Dynamics AX Developer. Are you an experienced Microsoft Dynamics AX Developer looking for a new challenge and likes to work within a dynamic, exciting, innovative, scaling up working environment? You might be the one for us. ,What we expect from you: ,  , Developing customizations in Microsoft Dynamics AX 2012, ,Testing the new customizations, ,Designing and developing integrations with external environments, ,Taking a part in performing tests of integrations and related modules, preparing necessary documentation. ,What we are looking for:  ,Bachelor’s Degree in a related field, ,At least 2 years of development experience in Microsoft Dynamics AX 2012 with X++ and .Net languages, Experience in SSRS reports, AIF services, workflow and EP development is preferred, ,Knowledge in MS SQL Server management, ,Knowledge in Microsoft Dynamics AX 2012 system infrastructure, ,Analytical thinking, ,Staying up-to-date with latest developments in the related field, ,Good communication and coordination skills, ,Team player, Good English language skill, ,Completed or exempt from military service for male candidates, ,Have class B driving license and an active driver.",Microsoft Dynamics AX Developer,banka_sigorta,,,MODANİSA ELEKTRONİK MAĞAZACILIK VE TİCARET ANONİM,1 - 3 yıl tecrübeli adaylar
,,,"We are looking for new talents to join our ERP team as a Microsoft Dynamics AX Support Specialist. Are you an experienced Microsoft Dynamics AX Support Specialist looking for a new challenge and likes to work within a dynamic, exciting, innovative, scaling up working environment? You might be the one for us.  , What we expect from you:   ,Defining the user requirements and follow-up of related cases, ,Taking part in analysis, design, documentation and testing of projects,, Providing training and live support services for users,, Staying up-to-date with legal regulations and implementing them in ERP processes. ,What we are looking for:,  ,Bachelor’s degree in a related field, ,At least a year of Microsoft Dynamics AX 2012 experience in a customer or consultancy environment, ,Experience in Accounting & Finance projects is preferred, ,Basic MS SQL knowledge is preferred, ,Familiar with project management methodologies, ,Good English language skills, ,Staying up-to-date with latest developments in the related fields, ,Good spoken and written social skills,,Team player, ,Completed or exempt from military service for male candidates, ,Have class B driving license and an active driver.",Microsoft Dynamics AX Support Specialist,banka_sigorta,,,MODANİSA ELEKTRONİK MAĞAZACILIK VE TİCARET ANONİM,
,,,"DESCRIPTION/RESPONSIBILITIES:, Siemens Corporate Technology (CT) is the central R&D department within the Siemens Group. Siemens CT's main mission is to secure the future technology base for Siemens and to develop breakthrough products of the Siemens Group. Siemens CT in Turkey is mainly focused on software development in the areas of industrial automation and digitalization products and solutions. We are looking for software engineers who are willing to shape the future with us.,What are my responsibilities?, ,* Software design and development activities for industrial automation projects ,* Software design, implementation, unit tests, module tests, debugging and release tasks in a multi-site, international software development environment,* Producing high quality project deliverables ,* Conforming to Siemens processes, quality standards, and guidelines, What do I need to qualify for this job?, * Proven 3+ years of experience in software development ,* Bachelor’s degree in computer engineering, computer science, electrical and electronics engineering or equivalent experience,* Experience with Yeoman Generator is a plus ,* Strong knowledge and hands-on experience at least one UI framework such as AngularJS, or React,* Solid computer science fundamentals in object-oriented design, data structures, algorithms, and problem solving,* Experience in JavaScript, and one or more programming languages: Java, C#, or Python,* Excellent command of English ,* Passion for developing a simple, clean and attractive code ,* Committed to following development best practices ,* Strong problem solving and analytical skills ,* Experience with automation tools (Gulp, Grunt) is a plus ,* Excellent interpersonal communication skills ,* HTML/CSS and Bootstrap components experience, including concepts like layout, specificity, cross browser compatibility, and accessibility,* Knowledge in network technologies ,* Experience on Configuration Management Systems (Git is a plus) ,* Development Experience on LINUX environment ,* Self-Directed, High Energy ,* Experience in RTOS is an asset,What else do I need to know?, , * Male candidates should have completed the military service requirement ,* No restriction for travelling abroad,As Siemens we believe physical barriers are not related to potential. Only the potential matters to us. Therefore, we look forward to receive applications of candidates with physical barriers and chronic illnesses. We support healthy relationships between candidates with barriers and their colleagues because we believe we can create differences together. ,Siemens is dedicated to quality, equality, and valuating diversity and we welcome applications that reflect the diversity of the communities within which we work. We are looking forward to receiving your online application. Please ensure you complete all areas of the application form to the best of you ability as we will use the data to review your suitability to the role. Please find more information from our web site  ",Software Development Engineer - Front-End - 120166,banka_sigorta,,,Siemens San. ve Tic. A.Ş.,
,,,"Firmamızın İstanbul Avrupa Yakası’ndaki (Eyüpsultan) ofisinde tam zamanlı olarak görevlendirilmek üzere; üniversitelerin tercihen mühendislik, bilgi teknolojileri veya ilgili bölümlerinden mezun, aşağıdaki niteliklerde “Yazılım Geliştirme Yöneticisi” alınacaktır.,Proje yönetimi konusunda en az 2 yıl deneyimli, ,Tercihen PMP sertifikasına sahip, ,Yazılım Gereksinim Dokümanı ve Yazılım Tasarım/Analiz Dokümanı formatlarını bilen ve proje dokümantasyonu konusunda bilgili, ,Projelerin planlama, gerçekleştirme, takip, test ve raporlama süreç yönetimi deneyimine sahip, , Yazılım geliştirme süreçleri, Agile metodolojisi ve Scrum yöntemlerine hakim, ,Proje yönetim araçlarından (Jira, MS Project vs.) bir ya da birkaçında tecrübesi olan, ,Proje ve süreç yönetimi için kullanılan yazılımlarda deneyimli,  ,Güncel yazılım teknolojileri hakkında bilgi sahibi, , Yazılım Ekibini yönetebilecek teknik yazılım bilgisine sahip, ,İyi derecede İngilizce bilen, tercihen herhangi bir seviyede Almanca bilen, ,Erkek adaylar için askerlik hizmetini tamamlamış. ,İŞ TANIMI ,Orta-büyük ölçekli projelerin proje planına uygun olarak sonuna kadar yürütülmesi ve iş planı oluşturulması ,Proje süreçlerinin analiz edilerek gerektiğinde iyileştirme önerileri yapılması ,Proje paydaşlarının beklenti ve taleplerine yönelik planlama, proje takvimi, kaynak planlaması, risk analizi gibi projeye ait tüm çalışmaların yapılması,Projeye ait tüm dokümantasyonun hazırlanması ,Yazılım ekibinin performansının takibi, yönetimi, koordinasyonu ve değerlendirmesinin sağlanması ,Projenin takvime uygun yürütülmesinin sağlanması ,Geliştirme taleplerinin ya da destek konularının içeriğine ve aciliyetine göre önceliklendirilmesi ,Sistemin doğru çalıştığını kontrol eden yazılımların ve araçların kullanılarak sistemin izlenmesi ,Test süreçlerinin planlanması ve uygulanması ,Geliştirme sürecinde şirket içi diğer birimlerle koordine kurulması ",Yazılım Geliştirme Yöneticisi/Yönetmeni,banka_sigorta,,,Moor Yazılım Danışmanlık ve Reklamcılık Hizmetleri,
